# Constructed from biom file
#OTU ID	021715M_2	021715M_5	021715M_6	022214M_7	022214M_8	022214M_9	033114M_0	033114M_4	033114M_5	042014M_3	042014M_6	042014M_7	050213M_3	050213M_4	050213M_7	052014M_2	052014M_3	052014M_4	061914M_1	061914M_2	061914M_3	071513M_1	071513M_7	071513M_9	071514M_17	071514M_18	071514M_5	081714M_2	081714M_7	081714M_8	090413M_1	090413M_2	090413M_3	091714M_11	091714M_12	091714M_4	101914M_14	101914M_16	101914M_3	102313M_13	102313M_2	102313M_3	111914M_10	111914M_11	111914M_2	taxonomy
125966cebacdce9247d208ea79d7bea5	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4435	1.5639	0.4436	0.4436	0.4435	0.4436	0.4436	0.4436	0.4436	0.997	0.4436	0.4436	0.4436	0.7862	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	0.4436	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum
5dd5186df61d35feb5bdbed77429fc15	0.3578	0.3578	0.3578	0.3578	0.3577	0.3578	0.3578	0.3577	0.3578	0.3578	0.3578	0.3578	0.3577	0.3577	0.3578	0.3578	0.3578	0.3578	0.3578	0.3577	0.3577	0.3577	1.1117	0.3577	0.3576	0.3578	0.3577	0.3578	0.3577	0.3577	0.3577	0.3577	0.3578	0.3577	0.3578	0.3578	0.3577	0.3577	0.3578	0.3577	0.3578	0.3578	0.3578	0.3578	0.3578	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium 1; s__Corynebacterium stationis
30008a9061ef0a96bd874f5bcbeef1d8	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.2149	0.215	0.215	0.215	0.215	0.2149	0.2149	0.215	0.215	0.215	0.215	0.215	0.2149	0.2149	0.2149	0.2149	0.2149	1.3939	0.215	0.2149	0.215	0.2149	0.2149	0.2149	0.2149	0.215	0.2149	0.215	0.215	0.2149	0.2149	0.215	0.2149	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Chloroflexi; c__KD4-96; s__NA
c0211c615162f21905cf184754ef8dbd	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.2149	0.215	0.215	0.215	0.215	0.2149	0.2149	0.215	0.215	0.215	0.215	0.215	0.2149	0.2149	0.2149	0.2149	0.2149	1.3939	0.215	0.2149	0.215	0.2149	0.2149	0.2149	0.2149	0.215	0.2149	0.215	0.215	0.2149	0.2149	0.215	0.2149	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Tolumonas
6bdc5997c0ce7cb9e112c0766200aaa4	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.2149	0.215	0.215	0.215	0.215	0.2149	0.2149	0.215	0.215	0.215	0.215	0.215	0.2149	0.2149	0.2149	0.2149	0.2149	1.3939	0.215	0.2149	0.215	0.2149	0.2149	0.2149	0.2149	0.215	0.2149	0.215	0.215	0.2149	0.2149	0.215	0.2149	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus
f038dee5770bff8521637237613c8ab4	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.215	0.2149	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
4dd742455003769a2554930870e2fa2d	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.215	0.2148	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae
143e161afbfb6a3230530aa5e5311d94	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.215	0.2148	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium
84f011136ebc9d66dbd925182117510f	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.215	0.2148	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
9a318231f564f0386e93b704f1608d58	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.2149	0.215	0.215	0.215	0.2148	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Leptolyngbyales; f__Leptolyngbyaceae; g__MIZ36
f62ea3e7323afd34c1e4f60fdad664d1	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2148	0.2149	0.2149	0.2149	0.2148	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	0.2149	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae
c7249dad3d858478e6b2ab262c228508	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2514	0.2515	0.2515	0.2515	0.2513	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	0.2515	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thiomicrospiraceae
82a555430bcca195ebf01ef69d114443	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4381	0.4382	0.4382	0.4382	0.438	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	0.4382	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium
3f024dbbd4ea85ed13f277e726e464f0	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	1.3239	0.4151	0.4152	0.4152	0.4152	0.4151	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	0.4152	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium
fd41eb81028bae36041456f1ad35c154	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	1.4285	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
ddf6653b7453322c87a9e337404ab7fc	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__Sorangium
4d235b7031f6875fa3c70727b9b9ad1b	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	1.4285	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup 7
02f35e25c692eaff39335ba3b06e045a	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	1.4296	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
580d73d637b9429ac9daac7310c81b37	0.341	0.341	0.341	0.341	0.3409	0.341	0.341	0.3409	0.341	0.341	0.341	0.341	0.3409	0.3409	0.341	0.341	0.341	0.341	0.341	0.3409	2.2539	0.3409	0.9797	0.3409	0.3408	0.341	0.3409	0.341	0.3409	0.3409	0.3409	0.3409	0.341	0.3409	0.341	0.341	0.3409	0.3409	0.341	0.3409	0.341	0.341	0.341	0.341	0.341	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter
205e830741a8f479155fd0f8e6f8de4a	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Buchnera
6a72ecaffdfed291f17e7e491a26cf21	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
ea034c82f88c2bbd13b2f1711549d0f4	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	1.4301	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
3299c963ceeaf593b07dd9bed09c73f8	0.4294	0.4294	0.4294	0.4294	0.4293	0.4294	0.4294	0.4293	0.4293	0.4294	0.4294	0.4294	0.4293	0.4293	0.4293	0.4294	0.4294	0.4294	0.4294	0.4293	0.4292	0.4293	0.4293	0.4293	0.4292	0.4294	1.2292	0.4294	0.4293	0.4293	1.6035	0.4293	0.4294	0.4293	0.4294	0.4294	0.4293	0.4293	0.4294	0.4293	0.4294	0.4294	0.4294	0.4294	0.4294	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rubritepida
345ceb3ca728d4621ad401837e5d84fd	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
9173712f87502ff3155374b1828f9fc4	0.423	0.423	0.423	0.423	0.4229	0.423	0.423	0.4229	0.423	0.423	0.423	0.423	0.4229	0.4229	0.423	0.423	0.423	0.423	0.423	0.4229	0.4229	0.4229	0.4229	0.4229	0.4228	0.423	0.4229	0.423	1.0488	0.4229	0.4229	0.4229	0.423	0.4229	0.423	0.423	0.4229	0.4229	0.423	0.4229	0.423	0.423	0.423	0.423	0.423	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Nostocales; f__Chroococcidiopsaceae; g__Chroococcidiopsis SAG 2023; s__uncultured bacterium
ab261969a14748596c9aa4b491336e13	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
92db8effd1f440be52e0013fa193465e	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	1.429	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas
d5591c18fe97ddb5b111c365069acca0	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.215	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	0.2151	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium 1; s__Corynebacterium stationis
24b9c4939a17e4d9e2d071ea112acc0b	0.4187	0.4187	0.4187	0.4187	0.4186	0.4187	0.4187	0.4186	0.4186	0.4187	0.4187	0.4187	0.4186	0.4186	0.4186	0.4187	0.4187	0.4187	0.4187	0.4186	0.4185	0.4186	0.4186	0.4186	0.4185	0.4187	0.4186	0.4187	0.4186	0.4186	0.4186	0.4186	0.4187	0.4186	0.4187	0.4187	0.4186	0.4186	0.4187	0.4186	0.4187	0.4187	0.4187	0.4187	0.4187	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
0c12379b80f11ca9019200e51d43ee22	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4584	0.4585	0.4585	0.4585	0.4584	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	0.4585	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella
8a59d6c73ad0f7742c7a4c1b9fbb70c9	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.4319	0.432	0.432	0.432	0.4318	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
246bfa757d9d1cfe2725e955c25be4b4	0.4187	0.4187	0.4187	0.4187	0.4186	0.4187	0.4187	0.4186	0.4186	0.4187	0.4187	0.4187	0.4186	0.4186	0.4186	0.4187	0.4187	0.4187	0.4187	0.4186	0.4185	0.4186	0.4186	0.4186	0.4185	0.4187	0.4186	0.4187	0.4186	0.4186	0.4186	0.4186	0.4187	0.4186	0.4187	0.4187	0.4186	0.4186	0.4187	0.4186	0.4187	0.4187	0.4187	0.4187	0.4187	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter; s__uncultured bacterium
055775a7607ed4f43e8300057daa5dd8	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3852	0.3853	0.3853	0.3853	0.3851	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	0.3853	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Ramlibacter
013bc5d2eae806b5f1f40fc6ca542ca7	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	1.7568	0.4216	0.4217	0.4217	0.4217	0.4215	0.4217	0.4217	0.4217	1.1129	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	0.4217	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Veillonella
36736cccdc0042ddeeef064ef2ec5612	0.2157	0.2157	0.2157	0.2157	0.2156	0.2157	1.4664	0.2156	0.2157	0.2157	0.2157	0.2157	0.2156	0.2156	0.2157	0.2157	0.2157	0.2157	0.2157	0.2156	0.2156	0.2156	0.2156	0.2156	0.2155	0.2157	0.2156	0.2157	0.2156	0.2156	0.2156	0.2156	0.2157	0.2156	0.2157	0.2157	0.2156	0.2156	0.2157	0.2156	0.2157	0.2157	0.2157	0.2157	0.2157	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Aquabacterium
6062f77f47aed704b8d8694250261bb3	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2156	0.2157	0.2157	0.2157	0.2155	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__uncultured Rubrobacterales bacterium; s__uncultured Rubrobacterales bacterium
599fe2230d637194cc6f44b3e87a22ca	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2156	0.2157	0.2157	0.2157	0.2155	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured
149e1dd4ba426014a63aec8d8c376834	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2156	0.2157	0.2157	0.2157	0.2155	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__uncultured Conexibacteraceae bacterium; s__uncultured Conexibacteraceae bacterium
171e842933a82f24f8d720c45d243234	0.2727	0.2727	0.2727	0.2727	0.2726	0.2727	0.2727	0.2726	0.2727	0.2727	0.2727	0.2727	0.2726	0.2726	0.2727	0.2727	0.2727	0.2727	0.2727	0.2726	0.2726	0.2726	0.2726	0.2726	0.2725	0.2727	0.2726	0.2727	0.2726	0.2726	0.2726	0.2726	0.2727	0.2726	0.2727	0.2727	0.2726	0.2726	0.2727	0.2726	0.2727	0.2727	0.2727	0.2727	0.2727	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Brevibacteriaceae; g__Brevibacterium
4e6260a47ebac12f094ee028e59f0b1f	0.3431	0.3431	0.3431	0.3431	0.343	0.3431	0.3431	0.343	0.3431	0.3431	0.3431	0.3431	0.343	0.343	0.3431	2.2924	0.3431	0.3431	0.3431	0.343	0.343	0.343	0.343	0.343	0.3429	0.3431	0.343	0.3431	0.343	0.343	0.343	0.343	0.3431	0.343	0.3431	0.3431	0.343	0.987	0.3431	0.343	0.3431	0.3431	0.3431	0.3431	0.3431	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
ff2b98344efae91019d0f5133a2ab092	0.4001	0.4001	0.4001	0.4001	0.4	0.4001	0.4001	0.4	0.4	0.4001	0.4001	0.4001	0.4	0.4	0.4	0.4001	1.8468	0.4001	0.4001	0.4	0.3999	0.4	0.4	0.4	0.3999	0.4001	0.4	0.4001	0.6718	0.4	0.4	0.4	0.4001	0.4	0.4001	0.4001	0.4	0.4	0.4001	0.4	0.4001	0.4001	0.4001	0.4001	0.4001	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae 1; g__Clostridium sensu stricto 1
8748ff104fe8a7738234f8965f67ac70	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3815	0.3816	0.3816	0.3816	0.3815	0.3816	1.7677	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	0.3816	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
bd1c100467939007db3e77be73ed3d9a	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	1.4673	0.2157	0.2157	0.2157	0.2155	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae; g__Iamia; s__metagenome
babdf5e0e2b554a3650c19413c1e1a67	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3607	1.2372	0.3608	0.3608	2.2381	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	0.3608	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas
c00ca5249f21196d35621055a92dbb8d	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2156	0.2157	0.2157	0.2157	1.4678	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	0.2157	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Haliscomenobacter
