# Constructed from biom file
#OTU ID	021715M_2	021715M_5	021715M_6	022214M_7	022214M_8	022214M_9	033114M_0	033114M_4	033114M_5	042014M_3	042014M_6	042014M_7	050213M_3	050213M_4	050213M_7	052014M_2	052014M_3	052014M_4	061914M_1	061914M_2	061914M_3	071513M_1	071513M_7	071513M_9	071514M_17	071514M_18	071514M_5	081714M_2	081714M_7	081714M_8	090413M_1	090413M_2	090413M_3	091714M_11	091714M_12	091714M_4	101914M_14	101914M_16	101914M_3	102313M_13	102313M_2	102313M_3	111914M_10	111914M_11	111914M_2	taxonomy
ad4f34e8f15c2c5a3bb3966638bf296e	0.0	0.0	0.0	204.0	199.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	1176.0	719.0	519.0	439.0	0.0	0.0	0.0	1201.0	1593.0	681.0	476.0	1809.0	209.0	0.0	0.0	0.0	28.0	0.0	87.0	0.0	363.0	0.0	0.0	1762.0	0.0	265.0	661.0	905.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
7e71fc85f1b17f1eac85026dca9d522b	0.0	79.0	315.0	0.0	15.0	0.0	110.0	516.0	0.0	325.0	420.0	0.0	132.0	184.0	52.0	0.0	247.0	408.0	157.0	86.0	115.0	299.0	379.0	216.0	0.0	427.0	262.0	938.0	297.0	734.0	256.0	767.0	467.0	669.0	940.0	0.0	419.0	0.0	110.0	151.0	692.0	727.0	325.0	454.0	137.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter
a4cb076d6a94cf2013068f43a67cc1be	0.0	0.0	0.0	0.0	215.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1059.0	1067.0	609.0	206.0	0.0	0.0	0.0	1225.0	1544.0	712.0	565.0	1835.0	213.0	0.0	0.0	0.0	38.0	0.0	63.0	0.0	449.0	0.0	0.0	1527.0	0.0	70.0	532.0	940.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea
688fc0c86aee1e711548246f862ef636	51.0	0.0	107.0	1220.0	248.0	57.0	655.0	589.0	1118.0	1264.0	23.0	1126.0	71.0	139.0	0.0	84.0	2209.0	0.0	0.0	276.0	132.0	155.0	115.0	172.0	321.0	0.0	0.0	23.0	31.0	323.0	53.0	0.0	85.0	21.0	22.0	71.0	0.0	147.0	126.0	18.0	490.0	20.0	23.0	366.0	311.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia
905a2db13714059ef26b015f0669fa47	0.0	304.0	260.0	0.0	743.0	0.0	456.0	582.0	0.0	873.0	133.0	0.0	53.0	0.0	0.0	0.0	1259.0	396.0	522.0	0.0	0.0	0.0	0.0	168.0	474.0	0.0	290.0	209.0	569.0	423.0	462.0	133.0	0.0	96.0	137.0	38.0	0.0	0.0	0.0	0.0	450.0	157.0	205.0	409.0	158.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium
703586b90da70f5a4e90eaeef012cc71	0.0	39.0	320.0	0.0	72.0	0.0	82.0	423.0	0.0	226.0	293.0	0.0	508.0	451.0	98.0	44.0	191.0	209.0	0.0	162.0	218.0	541.0	781.0	455.0	0.0	0.0	122.0	528.0	927.0	502.0	389.0	445.0	685.0	612.0	474.0	23.0	0.0	0.0	132.0	81.0	591.0	400.0	154.0	316.0	177.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio metschnikovii
b8367f67cced7ae96cfe7c0f2c9f371b	0.0	295.0	0.0	492.0	79.0	0.0	2817.0	839.0	0.0	4004.0	54.0	0.0	0.0	0.0	0.0	0.0	4351.0	71.0	149.0	0.0	0.0	0.0	0.0	0.0	522.0	0.0	44.0	34.0	33.0	410.0	38.0	0.0	0.0	25.0	17.0	0.0	0.0	100.0	14.0	0.0	483.0	0.0	116.0	626.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Aquabacterium
1cd8e7a20280e15b3a1463bbff23cad3	5.0	28.0	384.0	0.0	60.0	0.0	139.0	421.0	0.0	220.0	445.0	0.0	236.0	110.0	32.0	0.0	164.0	348.0	299.0	176.0	21.0	186.0	297.0	65.0	62.0	343.0	160.0	561.0	124.0	541.0	143.0	535.0	268.0	538.0	486.0	116.0	0.0	54.0	23.0	39.0	658.0	639.0	62.0	353.0	55.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter
7faabd3af6c034f75fc718b3dd4e444a	0.0	46.0	164.0	0.0	151.0	72.0	0.0	118.0	0.0	5.0	67.0	0.0	250.0	347.0	0.0	76.0	0.0	26.0	0.0	135.0	25.0	492.0	982.0	226.0	0.0	44.0	46.0	873.0	1894.0	152.0	529.0	455.0	1065.0	523.0	854.0	0.0	0.0	0.0	64.0	125.0	122.0	218.0	0.0	88.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces marimammalium
b2922a07263b8f9911261de3fe132fd1	0.0	2206.0	504.0	0.0	79.0	110.0	521.0	551.0	0.0	858.0	111.0	0.0	16.0	47.0	284.0	253.0	1106.0	0.0	307.0	18.0	252.0	0.0	12.0	40.0	87.0	231.0	257.0	402.0	36.0	379.0	30.0	9.0	13.0	344.0	388.0	262.0	0.0	81.0	33.0	122.0	345.0	134.0	1374.0	386.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus
391c0ec4a96c8cc11297d12d1ef007ff	0.0	0.0	179.0	12.0	161.0	75.0	0.0	207.0	0.0	46.0	102.0	0.0	389.0	582.0	49.0	21.0	0.0	0.0	42.0	235.0	153.0	576.0	541.0	521.0	198.0	79.0	42.0	474.0	771.0	144.0	580.0	225.0	587.0	394.0	484.0	0.0	0.0	0.0	78.0	410.0	203.0	149.0	116.0	117.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
5c682061379a5aa53bf93e19bfad00c7	0.0	0.0	327.0	0.0	185.0	0.0	50.0	129.0	0.0	51.0	121.0	0.0	444.0	299.0	116.0	0.0	93.0	119.0	68.0	244.0	100.0	531.0	465.0	518.0	186.0	0.0	54.0	469.0	812.0	175.0	393.0	235.0	447.0	325.0	411.0	0.0	0.0	0.0	42.0	287.0	213.0	131.0	0.0	136.0	161.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
99fedd696c52346236903c5afd6e0cbd	29.0	189.0	0.0	0.0	322.0	0.0	0.0	159.0	0.0	46.0	139.0	0.0	507.0	330.0	0.0	0.0	34.0	120.0	0.0	251.0	70.0	286.0	492.0	249.0	458.0	128.0	66.0	244.0	573.0	164.0	208.0	177.0	514.0	290.0	257.0	166.0	0.0	0.0	187.0	87.0	224.0	137.0	33.0	155.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Salinivibrio
2d41b5a6f91813e9eeba949278786d6e	59.0	0.0	450.0	0.0	174.0	36.0	0.0	195.0	0.0	54.0	78.0	0.0	159.0	123.0	53.0	144.0	0.0	0.0	197.0	1343.0	44.0	119.0	290.0	101.0	208.0	0.0	0.0	11.0	287.0	107.0	237.0	364.0	141.0	40.0	0.0	684.0	0.0	0.0	58.0	165.0	101.0	154.0	0.0	64.0	0.0	k__Bacteria; p__Cyanobacteria; c__Oxyphotobacteria; o__Chloroplast
5150389d57f93991ab154c3cb672907e	23.0	0.0	0.0	0.0	553.0	0.0	34.0	135.0	0.0	120.0	41.0	0.0	26.0	0.0	28.0	0.0	150.0	0.0	14.0	113.0	239.0	34.0	104.0	390.0	780.0	0.0	0.0	0.0	225.0	111.0	167.0	69.0	183.0	8.0	0.0	109.0	0.0	60.0	80.0	64.0	175.0	29.0	0.0	70.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Pleomorphomonadaceae; g__uncultured; s__uncultured Rhizobiales bacterium
abd2057fc57f936212ec48212091aaf6	0.0	105.0	898.0	0.0	43.0	72.0	93.0	42.0	325.0	47.0	0.0	634.0	91.0	53.0	126.0	65.0	56.0	107.0	187.0	54.0	0.0	19.0	45.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	50.0	0.0	0.0	110.0	531.0	147.0	0.0	57.0	13.0	25.0	0.0	48.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
55e7a7296076f5037dd619000fc50345	0.0	393.0	0.0	0.0	0.0	0.0	213.0	188.0	0.0	256.0	300.0	0.0	119.0	115.0	89.0	0.0	256.0	365.0	85.0	69.0	0.0	155.0	109.0	79.0	0.0	550.0	196.0	161.0	101.0	152.0	75.0	148.0	93.0	172.0	162.0	0.0	0.0	43.0	76.0	92.0	189.0	176.0	370.0	200.0	53.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia
606b973c4566b2ec9145f56cd3aeb550	4163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Family XII; g__Exiguobacterium
