#SampleID	BarcodeSequence	LinkerPrimerSequence	Order	Name	Days	Weeks	Months	Months_cat	Months_mitigation	Mitigation_status_num	Mitigation_status	Mitigation_status_begin_end	ASR	Concrete	Type	Type2	Input	Input_num	Collected	Year	Season	Season_num	Summer	Winter	S_Yr	Month	Halves	half_char	Thirds	Fourths	Concentration	Extracted	Ground	Extracted2	Rhodoluna	Rhodoluna_num	num_conc	neg_control	old_sample_ids	Description	ph	ppt	Conduc	Ca	Mg	K	Na	NH4	NO3	Cl	SO4	Br	svol	ppt.1	subppt	temp_avg	hum_avg	dew_pt_avg	wind_spd_avg	pressure_avg	precip_avg	precip_sum	snow_sum	rain_sum	temp_max	wind_spd_max	wind_gust	temp_min	time_to_grind	time_to_extract	grind_to_extract	faith_pd_raw	shannon_raw	evenness_raw	observed_otus_raw	total_reads_in_sample	reads_in_negs_per_sample	percent_reads_in_neg_controls	faith_pd_decontam	shannon_decontam	evenness_decontam	observed_otus_decontam	contam_counts_per_sample	percent_contam_reads	avg_conc
052014M_3	BBB	BBB	8	052014M.3	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	8/23/2016	5/31/2016	August	na	0	0.081	FALSE	052014M3.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	27.54519684	4.093006828	0.638595284	85	63364	60559	0.955731961	26.84759253	5.79764872	0.922399	78	61170	0.965374661	0.108
052014M_4	BBB	BBB	8	052014M.4	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	High	8/23/2016	5/31/2016	August	na	0	0.192	FALSE	052014M4.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	21.88191923	2.862488289	0.462450634	73	59396	57205	0.963111994	19.69790919	5.198703738	0.925907817	49	57330	0.965216513	0.108
061914M_1	BBB	BBB	9	061914M.1	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	High	5/16/2016	5/12/2016	May	na	0	0.326	FALSE	061914M1.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	25.57404598	2.993989865	0.493561794	67	35994	30832	0.856587209	20.36289408	4.788584666	0.877121466	44	30832	0.856587209	0.211
061914M_2	BBB	BBB	9	061914M.2	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	High	5/16/2016	5/12/2016	May	low	1	0.182	FALSE	061914M2.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	37.19536842	4.157363623	0.619185523	105	59212	44916	0.758562454	52.1059415	6.046271591	0.872385043	122	55586	0.938762413	0.211
061914M_3	BBB	BBB	9	061914M.3	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	Medium	5/16/2016	5/12/2016	May	na	0	0.125	FALSE	061914M3.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	49.85982925	4.886630922	0.669895131	157	61560	36082	0.586127355	63.99337109	6.875115068	0.904630778	194	51715	0.840074724	0.211
050213M_3	BBB	BBB	1	050213M.3	0	0	0	0_	0_mitigated	1	mitigated	mitigated_start	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Low	5/23/2016	5/12/2016	May	na	0	0.057	FALSE	050213M3.fastq	050213M	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1117	11	29.60701853	3.773208195	0.590272345	84	48891	39762	0.813278518	39.40652532	5.798168554	0.876556749	98	46520	0.951504367	0.091666667
050213M_4	BBB	BBB	1	050213M.4	0	0	0	0_	0_mitigated	1	mitigated	mitigated_start	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Medium	5/23/2016	5/12/2016	May	na	0	0.156	FALSE	050213M4.fastq	050213M	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1117	11	32.32204227	3.799732268	0.579705662	94	54982	44754	0.813975483	45.6788663	6.446818239	0.952518124	109	51642	0.939252846	0.091666667
050213M_7	BBB	BBB	1	050213M.7	0	0	0	0_	0_mitigated	1	mitigated	mitigated_start	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Low	8/24/2016	5/12/2016	August	high	2	0.062	FALSE	050213M7.fastq	050213M	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1210	104	25.48388166	2.913326789	0.470663871	73	54115	40955	0.756814192	25.72539664	5.59022728	0.950291771	59	51687	0.955132588	0.091666667
033114U_10	BBB	BBB	6	033114U.10	333	48	10	10_	10_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	8/24/2016	5/31/2016	August	high	2	0.1	FALSE	033114U10.fastq	033114U	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	792	877	85	17.31289179	2.448219128	0.440756138	47	46623	33005	0.707912404	9.717086191	4.331557918	0.944731373	24	44718	0.959140338	0.071333333
033114U_11	BBB	BBB	6	033114U.11	333	48	10	10_	10_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	8/24/2016	5/31/2016	August	na	0	0.055	FALSE	033114U11.fastq	033114U	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	792	877	85	25.06435123	4.963166312	0.801826654	73	49413	37164	0.752109769	17.15235808	4.703555528	0.949408387	31	42072	0.851435857	0.071333333
033114U_12	BBB	BBB	6	033114U.12	333	48	10	10_	10_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	8/24/2016	5/31/2016	August	na	0	0.059	FALSE	033114U12.fastq	033114U	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	792	877	85	33.28034532	4.477523443	0.654083697	115	45911	42594	0.927751519	39.55656191	5.464342763	0.815520024	104	43637	0.950469386	0.071333333
042014U_4	BBB	BBB	7	042014U.4	353	51	11	11_	11_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Low	5/5/2016	A	May	na	0	0.061	FALSE	042014U4.fastq	042014U	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	#VALUE!	746	#VALUE!	31.8296657	4.65458956	0.682473229	113	56272	44922	0.798301109	35.33950691	6.309663762	0.941679058	104	51054	0.907271823	0.079666667
042014U_5	BBB	BBB	7	042014U.5	353	51	11	11_	11_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	6/21/2016	A	June	high	2	0.094	FALSE	042014U5.fastq	042014U	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	#VALUE!	793	#VALUE!	19.4921126	3.073624043	0.524689999	58	46584	30495	0.654623905	17.83322923	4.526404936	0.897313895	33	41386	0.888416624	0.079666667
042014U_6	BBB	BBB	7	042014U.6	353	51	11	11_	11_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	5/5/2016	A	May	high	2	0.084	FALSE	042014U6.fastq	042014U	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	#VALUE!	746	#VALUE!	20.83249802	2.126024449	0.349246394	68	63510	52459	0.825995906	18.50718036	4.71219863	0.863129893	44	59450	0.936073059	0.079666667
052014U_14	BBB	BBB	8	052014U.14	383	55	12	12_	12_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	8/25/2016	5/31/2016	August	na	0	0.096	FALSE	052014U14.fastq	052014U	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	828	86	35.5166105	4.169622714	0.637639004	93	57443	54432	0.947582821	56.09631377	5.624606496	0.799696889	131	55060	0.958515398	0.090666667
052014U_15	BBB	BBB	8	052014U.15	383	55	12	12_	12_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	8/25/2016	5/31/2016	August	na	0	0.093	FALSE	052014U15.fastq	052014U	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	828	86	24.57544029	3.566767079	0.570872033	76	56295	54788	0.973230305	21.65096037	5.597211288	0.955484713	58	54860	0.974509281	0.090666667
052014U_4	BBB	BBB	8	052014U.4	383	55	12	12_	12_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	9/8/2016	5/31/2016	September	na	0	0.083	FALSE	052014U4.fastq	052014U	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	842	100	45.93757601	5.891078179	0.818242539	147	50474	29596	0.586361295	37.16574996	6.333023999	0.953215093	100	33858	0.670800808	0.090666667
061914U_1	BBB	BBB	9	061914U.1	413	60	13	13_	13_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	Low	5/5/2016	A	May	low	1	0.072	FALSE	061914U1.fastq	061914U	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	#VALUE!	686	#VALUE!	29.49003063	4.155386743	0.636981264	92	50167	47135	0.939561863	62.77400283	6.627862859	0.914449385	152	48351	0.963800905	0.083666667
061914U_8	BBB	BBB	9	061914U.8	413	60	13	13_	13_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	Low	5/11/2016	A	May	na	0	0.058	FALSE	061914U8.fastq	061914U	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	#VALUE!	692	#VALUE!	46.89413727	6.279453489	0.829534117	190	57081	31060	0.544139031	48.4023837	6.459285137	0.877912264	164	36294	0.63583329	0.083666667
061914U_9	BBB	BBB	9	061914U.9	413	60	13	13_	13_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	Medium	5/11/2016	A	May	na	0	0.121	FALSE	061914U9.fastq	061914U	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	#VALUE!	692	#VALUE!	29.82496099	3.34102663	0.533132349	77	54520	53202	0.975825385	39.18211734	6.13794185	0.945483787	90	53489	0.981089508	0.083666667
050213U_1	BBB	BBB	1	050213U.1	0	0	0	0_	0_unmitigated	0	unmitigated	unmitigated_start	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	High	8/23/2016	5/12/2016	August	na	0	0.238	FALSE	050213U1.fastq	050213U	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1209	103	46.31830196	4.346803719	0.62197737	127	56095	35898	0.639950085	53.38781839	6.724438483	0.962189422	127	50833	0.906194848	0.126666667
050213U_10	BBB	BBB	1	050213U.10	0	0	0	0_	0_unmitigated	0	unmitigated	unmitigated_start	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Low	5/17/2016	5/12/2016	May	na	0	0.058	FALSE	050213U10.fastq	050213U	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1111	5	32.86859692	4.421212905	0.651965548	110	46320	40567	0.875798791	51.16742311	5.902289765	0.825524269	142	42648	0.920725389	0.126666667
050213U_12	BBB	BBB	1	050213U.12	0	0	0	0_	0_unmitigated	0	unmitigated	unmitigated_start	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Medium	5/17/2016	5/12/2016	May	low	1	0.084	FALSE	050213U12.fastq	050213U	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1111	5	34.97163013	4.015243284	0.608378229	97	54074	47343	0.875522432	67.50974444	5.908739119	0.79930809	168	51437	0.951233495	0.126666667
071514M_17	BBB	BBB	10	071514M.17	439	63	14	14_	14_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	July	2	second	3	3	Medium	8/25/2016	5/31/2016	August	na	0	0.093	FALSE	071514M17.fastq	071514M	5.135	20.5105	14.8	0.13775	0.0745	0.0644	0.12225	0.355	1.5682	0.23575	0.645	0.0064	814.375	20.5105	20.5105	76.31498173	69.98294762	64.97904994	8.201587302	30.01416565	0.147083333	14.12	0	66	93	40.3	51.8	55	686	772	86	52.22441209	6.470960451	0.832300666	219	49118	23077	0.469827762	56.11687517	6.392945919	0.832471188	205	25318	0.515452584	0.113666667
071514M_18	BBB	BBB	10	071514M.18	439	63	14	14_	14_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	July	2	second	3	3	Medium	8/25/2016	5/31/2016	August	na	0	0.157	FALSE	071514M18.fastq	071514M	5.135	20.5105	14.8	0.13775	0.0745	0.0644	0.12225	0.355	1.5682	0.23575	0.645	0.0064	814.375	20.5105	20.5105	76.31498173	69.98294762	64.97904994	8.201587302	30.01416565	0.147083333	14.12	0	66	93	40.3	51.8	55	686	772	86	22.50023284	2.689257024	0.449913181	63	51360	48220	0.938862928	17.41230791	5.077502862	0.954072053	40	48301	0.940440031	0.113666667
071514M_5	BBB	BBB	10	071514M.5	439	63	14	14_	14_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	July	2	second	3	3	Medium	9/8/2016	5/31/2016	September	na	0	0.091	FALSE	071514M5.fastq	071514M	5.135	20.5105	14.8	0.13775	0.0745	0.0644	0.12225	0.355	1.5682	0.23575	0.645	0.0064	814.375	20.5105	20.5105	76.31498173	69.98294762	64.97904994	8.201587302	30.01416565	0.147083333	14.12	0	66	93	40.3	51.8	55	686	786	100	31.89990134	3.262757428	0.501361461	91	42381	37814	0.892239447	33.12798776	5.278938824	0.81518779	89	37876	0.893702367	0.113666667
081714M_2	BBB	BBB	11	081714M.2	472	68	15	15_	15_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	8/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	August	2	second	3	3	High	4/21/2016	A	April	na	0	0.782	FALSE	081714M2.fastq	081714M	5.565	28.448	7.9	0.14475	0.02625	0.017333333	0.2335	0.24275	0.817666667	0.4185	0.5565	0.005	2351.15	28.448	28.448	73.10210136	71.11742892	62.35105068	6.97146402	30.01459827	0.106741573	9.5	0	74	89.6	26.5	33.4	55.9	#VALUE!	613	#VALUE!	27.44190312	3.669489609	0.590952117	74	47822	46754	0.977667182	NA	NA	NA	NA	47004	0.982894902	0.702333333
081714M_7	BBB	BBB	11	081714M.7	472	68	15	15_	15_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	8/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	August	2	second	3	3	High	4/29/2016	A	April	na	0	0.485	FALSE	081714M7.fastq	081714M	5.565	28.448	7.9	0.14475	0.02625	0.017333333	0.2335	0.24275	0.817666667	0.4185	0.5565	0.005	2351.15	28.448	28.448	73.10210136	71.11742892	62.35105068	6.97146402	30.01459827	0.106741573	9.5	0	74	89.6	26.5	33.4	55.9	#VALUE!	621	#VALUE!	33.9512395	4.258116734	0.634191395	105	51179	47779	0.933566502	68.65796355	6.951812017	0.926927316	181	49139	0.960139901	0.702333333
081714M_8	BBB	BBB	11	081714M.8	472	68	15	15_	15_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	8/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	August	2	second	3	3	High	4/29/2016	A	April	na	0	0.84	FALSE	081714M8.fastq	081714M	5.565	28.448	7.9	0.14475	0.02625	0.017333333	0.2335	0.24275	0.817666667	0.4185	0.5565	0.005	2351.15	28.448	28.448	73.10210136	71.11742892	62.35105068	6.97146402	30.01459827	0.106741573	9.5	0	74	89.6	26.5	33.4	55.9	#VALUE!	621	#VALUE!	33.47273643	4.091091911	0.624156908	94	48586	46821	0.963672663	56.80011906	6.072166773	0.876121324	122	47124	0.969909027	0.702333333
091714M_11	BBB	BBB	12	091714M.11	503	72	16	16_	16_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	September	2	second	3	4	Medium	5/3/2016	A	May	na	0	0.093	FALSE	091714M11.fastq	091714M	5.485	33.9852	13.48571429	0.126	0.03	0.040285714	0.53925	0.4166	1.173714286	0.95975	0.672	0.005428571	940.75	33.9852	33.9852	72.49245283	74.53419811	63.36426887	7.07112426	30.06512972	0.086049383	6.97	0	48	91.9	24.2	35.7	48	#VALUE!	594	#VALUE!	27.61253629	3.773416558	0.58873247	85	44926	42485	0.945666207	40.09795321	4.271459511	0.67002872	83	42705	0.950563148	0.093
091714M_12	BBB	BBB	12	091714M.12	503	72	16	16_	16_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	September	2	second	3	4	Low	5/3/2016	A	May	na	0	0.074	FALSE	091714M12.fastq	091714M	5.485	33.9852	13.48571429	0.126	0.03	0.040285714	0.53925	0.4166	1.173714286	0.95975	0.672	0.005428571	940.75	33.9852	33.9852	72.49245283	74.53419811	63.36426887	7.07112426	30.06512972	0.086049383	6.97	0	48	91.9	24.2	35.7	48	#VALUE!	594	#VALUE!	29.1501662	3.455226787	0.55135543	77	42814	41831	0.97704022	NA	NA	NA	NA	42097	0.983253141	0.093
091714M_4	BBB	BBB	12	091714M.4	503	72	16	16_	16_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	September	2	second	3	4	Medium	4/21/2016	A	April	high	2	0.112	FALSE	091714M4.fastq	091714M	5.485	33.9852	13.48571429	0.126	0.03	0.040285714	0.53925	0.4166	1.173714286	0.95975	0.672	0.005428571	940.75	33.9852	33.9852	72.49245283	74.53419811	63.36426887	7.07112426	30.06512972	0.086049383	6.97	0	48	91.9	24.2	35.7	48	#VALUE!	582	#VALUE!	27.47859067	3.622476041	0.56669214	84	51357	32689	0.636505248	22.15719175	5.483371729	0.936051471	58	48733	0.948906673	0.093
071513M_1	BBB	BBB	2	071513M.1	74	11	2	2_	2_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	July	1	first	1	1	Medium	9/8/2016	5/12/2016	September	na	0	0.169	FALSE	071513M1.fastq	071513M	4.922	61.468	9.6	0.0938	0.018	0.028	0.1702	0.314333333	1.17375	0.355	0.561333333	0.005	1343.54	61.468	61.468	76.21904266	77.51716961	68.16243496	7.044340602	30.00752856	0.102439024	21	0	145	91.9	27.6	36.8	57	1032	1151	119	28.84712559	3.859727156	0.610530063	80	52135	44039	0.844710847	35.83131931	5.93890345	0.895849144	99	49938	0.957859403	0.155
071513M_7	BBB	BBB	2	071513M.7	74	11	2	2_	2_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	July	1	first	1	1	Medium	5/16/2016	5/12/2016	May	low	1	0.151	FALSE	071513M7.fastq	071513M	4.922	61.468	9.6	0.0938	0.018	0.028	0.1702	0.314333333	1.17375	0.355	0.561333333	0.005	1343.54	61.468	61.468	76.21904266	77.51716961	68.16243496	7.044340602	30.00752856	0.102439024	21	0	145	91.9	27.6	36.8	57	1032	1036	4	34.7398345	4.12614274	0.617085533	103	50328	42592	0.846288348	67.88179958	6.15796388	0.834973689	166	47525	0.944305357	0.155
071513M_9	BBB	BBB	2	071513M.9	74	11	2	2_	2_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	July	1	first	1	1	Medium	5/16/2016	5/12/2016	May	low	1	0.145	FALSE	071513M9.fastq	071513M	4.922	61.468	9.6	0.0938	0.018	0.028	0.1702	0.314333333	1.17375	0.355	0.561333333	0.005	1343.54	61.468	61.468	76.21904266	77.51716961	68.16243496	7.044340602	30.00752856	0.102439024	21	0	145	91.9	27.6	36.8	57	1032	1036	4	34.36594353	4.227661836	0.629655532	105	53352	37802	0.708539511	46.79583353	6.546642884	0.938280097	126	50864	0.953366322	0.155
