#SampleID	BarcodeSequence	LinkerPrimerSequence	Order	Name	Days	Weeks	Months	Months_cat	Months_mitigation	Mitigation_status_num	Mitigation_status	Mitigation_status_begin_end	ASR	Concrete	Type	Type2	Input	Input_num	Collected	Year	Season	Season_num	Summer	Winter	S_Yr	Month	Halves	half_char	Thirds	Fourths	Concentration	Extracted	Ground	Extracted2	Rhodoluna	Rhodoluna_num	num_conc	neg_control	old_sample_ids	Description	ph	ppt	Conduc	Ca	Mg	K	Na	NH4	NO3	Cl	SO4	Br	svol	ppt.1	subppt	temp_avg	hum_avg	dew_pt_avg	wind_spd_avg	pressure_avg	precip_avg	precip_sum	snow_sum	rain_sum	temp_max	wind_spd_max	wind_gust	temp_min	time_to_grind	time_to_extract	grind_to_extract	faith_pd_raw	shannon_raw	evenness_raw	observed_otus_raw	total_reads_in_sample	reads_in_negs_per_sample	percent_reads_in_neg_controls	faith_pd_decontam	shannon_decontam	evenness_decontam	observed_otus_decontam	contam_counts_per_sample	percent_contam_reads	avg_conc	k__Bacteria;f__NA	k__Bacteria;p__Acidobacteria	k__Bacteria;p__Actinobacteria	k__Bacteria;p__Bacteroidetes	k__Bacteria;p__Chloroflexi	k__Bacteria;p__Cyanobacteria	k__Bacteria;p__Deinococcus-Thermus	k__Bacteria;p__Epsilonbacteraeota	k__Bacteria;p__Firmicutes	k__Bacteria;p__Fusobacteria	k__Bacteria;p__Patescibacteria	k__Bacteria;p__Proteobacteria	k__Bacteria;p__Spirochaetes	k__Bacteria;p__Thermotogae	k__Bacteria;p__Verrucomicrobia
061914M_3	BBB	BBB	9	061914M.3	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	Medium	5/16/2016	5/12/2016	May	na	0	0.125	FALSE	061914M3.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	49.85982925	4.886630922	0.669895131	157	61560	36082	0.586127355	63.99337109	6.875115068	0.904630778	194	51715	0.840074724	0.211	0.0	0.0	0.05476055271625971	0.028998674995267842	0.0	0.000832860117357562	0.0	0.0	0.06850274465265947	0.001249290176036343	0.0	0.8439333711906116	0.0	0.001722506151807685	0.0
050213M_3	BBB	BBB	1	050213M.3	0	0	0	0_	0_mitigated	1	mitigated	mitigated_start	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Low	5/23/2016	5/12/2016	May	na	0	0.057	FALSE	050213M3.fastq	050213M	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1117	11	29.60701853	3.773208195	0.590272345	84	48891	39762	0.813278518	39.40652532	5.798168554	0.876556749	98	46520	0.951504367	0.091666667	0.0	0.0	0.007759892259347143	0.003377583958613908	0.0	0.0033989610722760214	0.0	0.0013895123880373673	0.21330084012056694	0.0007268218645118536	0.0	0.759828128006157	0.0	0.010218260330490177	0.0
050213M_4	BBB	BBB	1	050213M.4	0	0	0	0_	0_mitigated	1	mitigated	mitigated_start	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Medium	5/23/2016	5/12/2016	May	na	0	0.156	FALSE	050213M4.fastq	050213M	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1117	11	32.32204227	3.799732268	0.579705662	94	54982	44754	0.813975483	45.6788663	6.446818239	0.952518124	109	51642	0.939252846	0.091666667	0.0	0.0	0.010510366520263142	0.0021672836072805382	0.0	0.0023590786167743917	0.0	0.0007863595389247972	0.1662862732311705	0.0010932315541149619	0.0	0.8087036575308308	0.0	0.008093749400640596	0.0
050213M_7	BBB	BBB	1	050213M.7	0	0	0	0_	0_mitigated	1	mitigated	mitigated_start	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Low	8/24/2016	5/12/2016	August	high	2	0.062	FALSE	050213M7.fastq	050213M	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1210	104	25.48388166	2.913326789	0.470663871	73	54115	40955	0.756814192	25.72539664	5.59022728	0.950291771	59	51687	0.955132588	0.091666667	0.0	0.0	0.09838345211194159	0.009637483824864321	0.0	0.0010236205264885954	0.0	0.0	0.0315777275624312	0.0006566622245398536	0.0	0.8574463564903334	0.0	0.0012746972594008922	0.0
071514M_17	BBB	BBB	10	071514M.17	439	63	14	14_	14_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	July	2	second	3	3	Medium	8/25/2016	5/31/2016	August	na	0	0.093	FALSE	071514M17.fastq	071514M	5.135	20.5105	14.8	0.13775	0.0745	0.0644	0.12225	0.355	1.5682	0.23575	0.645	0.0064	814.375	20.5105	20.5105	76.31498173	69.98294762	64.97904994	8.201587302	30.01416565	0.147083333	14.12	0	66	93	40.3	51.8	55	686	772	86	52.22441209	6.470960451	0.832300666	219	49118	23077	0.469827762	56.11687517	6.392945919	0.832471188	205	25318	0.515452584	0.113666667	0.0	0.0	0.017740782780510365	0.07777357380081557	0.0	0.013242527430949677	0.0	0.0	0.16223147097153906	0.0	0.0	0.7260268213730189	0.0	0.0029848236431664356	0.0
071514M_18	BBB	BBB	10	071514M.18	439	63	14	14_	14_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	July	2	second	3	3	Medium	8/25/2016	5/31/2016	August	na	0	0.157	FALSE	071514M18.fastq	071514M	5.135	20.5105	14.8	0.13775	0.0745	0.0644	0.12225	0.355	1.5682	0.23575	0.645	0.0064	814.375	20.5105	20.5105	76.31498173	69.98294762	64.97904994	8.201587302	30.01416565	0.147083333	14.12	0	66	93	40.3	51.8	55	686	772	86	22.50023284	2.689257024	0.449913181	63	51360	48220	0.938862928	17.41230791	5.077502862	0.954072053	40	48301	0.940440031	0.113666667	0.0	0.0	0.010480562213104764	0.0	0.0	0.0	0.0	0.0	0.04230816102693262	0.0029248080594710974	0.0	0.9355932891903967	0.0	0.00869317951009465	0.0
071514M_5	BBB	BBB	10	071514M.5	439	63	14	14_	14_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	July	2	second	3	3	Medium	9/8/2016	5/31/2016	September	na	0	0.091	FALSE	071514M5.fastq	071514M	5.135	20.5105	14.8	0.13775	0.0745	0.0644	0.12225	0.355	1.5682	0.23575	0.645	0.0064	814.375	20.5105	20.5105	76.31498173	69.98294762	64.97904994	8.201587302	30.01416565	0.147083333	14.12	0	66	93	40.3	51.8	55	686	786	100	31.89990134	3.262757428	0.501361461	91	42381	37814	0.892239447	33.12798776	5.278938824	0.81518779	89	37876	0.893702367	0.113666667	0.0	0.0	0.008272585797362602	0.0029759467059819263	0.0	0.0	0.0	0.00021841810686105877	0.07674666229830454	0.002402599175471647	0.0	0.8886067655008599	0.0	0.020777022415158216	0.0
081714M_2	BBB	BBB	11	081714M.2	472	68	15	15_	15_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	8/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	August	2	second	3	3	High	4/21/2016	A	April	na	0	0.782	FALSE	081714M2.fastq	081714M	5.565	28.448	7.9	0.14475	0.02625	0.017333333	0.2335	0.24275	0.817666667	0.4185	0.5565	0.005	2351.15	28.448	28.448	73.10210136	71.11742892	62.35105068	6.97146402	30.01459827	0.106741573	9.5	0	74	89.6	26.5	33.4	55.9	#VALUE!	613	#VALUE!	27.44190312	3.669489609	0.590952117	74	47822	46754	0.977667182	NA	NA	NA	NA	47004	0.982894902	0.702333333	0.0	0.0	0.02759743692769683	0.014655190644363146	0.0	0.0002326220737200499	0.0004652441474400998	0.0009939306786220315	0.16514052487998815	0.011969463065958932	0.0	0.7162433649840333	0.0	0.0627022225981771	0.0
081714M_7	BBB	BBB	11	081714M.7	472	68	15	15_	15_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	8/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	August	2	second	3	3	High	4/29/2016	A	April	na	0	0.485	FALSE	081714M7.fastq	081714M	5.565	28.448	7.9	0.14475	0.02625	0.017333333	0.2335	0.24275	0.817666667	0.4185	0.5565	0.005	2351.15	28.448	28.448	73.10210136	71.11742892	62.35105068	6.97146402	30.01459827	0.106741573	9.5	0	74	89.6	26.5	33.4	55.9	#VALUE!	621	#VALUE!	33.9512395	4.258116734	0.634191395	105	51179	47779	0.933566502	68.65796355	6.951812017	0.926927316	181	49139	0.960139901	0.702333333	0.0	0.0	0.04302985044503199	0.004157668476396149	0.0	0.00579247986760046	0.0	0.0002825599935414859	0.26720083960683794	0.0027045027953256505	0.00026237713685995116	0.6650251276565688	0.0	0.011544594021837851	0.0
081714M_8	BBB	BBB	11	081714M.8	472	68	15	15_	15_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	8/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	August	2	second	3	3	High	4/29/2016	A	April	na	0	0.84	FALSE	081714M8.fastq	081714M	5.565	28.448	7.9	0.14475	0.02625	0.017333333	0.2335	0.24275	0.817666667	0.4185	0.5565	0.005	2351.15	28.448	28.448	73.10210136	71.11742892	62.35105068	6.97146402	30.01459827	0.106741573	9.5	0	74	89.6	26.5	33.4	55.9	#VALUE!	621	#VALUE!	33.47273643	4.091091911	0.624156908	94	48586	46821	0.963672663	56.80011906	6.072166773	0.876121324	122	47124	0.969909027	0.702333333	0.0	0.0	0.017227183482171133	0.015094897291363185	0.0	0.0022589566575886167	0.0001688939557075601	0.0007811345451474655	0.14788776996643235	0.0070513226507906345	0.0	0.7620917516414382	0.0	0.04743808980936095	0.0
091714M_11	BBB	BBB	12	091714M.11	503	72	16	16_	16_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	September	2	second	3	4	Medium	5/3/2016	A	May	na	0	0.093	FALSE	091714M11.fastq	091714M	5.485	33.9852	13.48571429	0.126	0.03	0.040285714	0.53925	0.4166	1.173714286	0.95975	0.672	0.005428571	940.75	33.9852	33.9852	72.49245283	74.53419811	63.36426887	7.07112426	30.06512972	0.086049383	6.97	0	48	91.9	24.2	35.7	48	#VALUE!	594	#VALUE!	27.61253629	3.773416558	0.58873247	85	44926	42485	0.945666207	40.09795321	4.271459511	0.67002872	83	42705	0.950563148	0.093	0.0	0.0	0.02256096135412526	0.01596801720711664	0.0	0.0009351693825544151	0.0003974469875856264	0.0011222032590652983	0.19177986112734668	0.009679003109438198	0.0	0.6933345802258433	0.0	0.06422275734692447	0.0
091714M_12	BBB	BBB	12	091714M.12	503	72	16	16_	16_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	September	2	second	3	4	Low	5/3/2016	A	May	na	0	0.074	FALSE	091714M12.fastq	091714M	5.485	33.9852	13.48571429	0.126	0.03	0.040285714	0.53925	0.4166	1.173714286	0.95975	0.672	0.005428571	940.75	33.9852	33.9852	72.49245283	74.53419811	63.36426887	7.07112426	30.06512972	0.086049383	6.97	0	48	91.9	24.2	35.7	48	#VALUE!	594	#VALUE!	29.1501662	3.455226787	0.55135543	77	42814	41831	0.97704022	NA	NA	NA	NA	42097	0.983253141	0.093	0.0	0.0	0.029936726791953916	0.012843516857115876	0.0	0.0	0.0005194069317215979	0.0015110019831901028	0.17334025875908968	0.008098026253659458	0.0	0.721668712815186	0.0	0.05208234960808386	0.0
091714M_4	BBB	BBB	12	091714M.4	503	72	16	16_	16_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/17/2014	2014	Summer	3	TRUE	FALSE	Summer 2014	September	2	second	3	4	Medium	4/21/2016	A	April	high	2	0.112	FALSE	091714M4.fastq	091714M	5.485	33.9852	13.48571429	0.126	0.03	0.040285714	0.53925	0.4166	1.173714286	0.95975	0.672	0.005428571	940.75	33.9852	33.9852	72.49245283	74.53419811	63.36426887	7.07112426	30.06512972	0.086049383	6.97	0	48	91.9	24.2	35.7	48	#VALUE!	582	#VALUE!	27.47859067	3.622476041	0.56669214	84	51357	32689	0.636505248	22.15719175	5.483371729	0.936051471	58	48733	0.948906673	0.093	0.0	0.0	0.06180152671755725	0.0019338422391857507	0.0	0.014737913486005089	0.0	0.0	0.04653435114503817	0.0	0.0	0.8737913486005087	0.0	0.0012010178117048346	0.0
071513M_1	BBB	BBB	2	071513M.1	74	11	2	2_	2_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	July	1	first	1	1	Medium	9/8/2016	5/12/2016	September	na	0	0.169	FALSE	071513M1.fastq	071513M	4.922	61.468	9.6	0.0938	0.018	0.028	0.1702	0.314333333	1.17375	0.355	0.561333333	0.005	1343.54	61.468	61.468	76.21904266	77.51716961	68.16243496	7.044340602	30.00752856	0.102439024	21	0	145	91.9	27.6	36.8	57	1032	1151	119	28.84712559	3.859727156	0.610530063	80	52135	44039	0.844710847	35.83131931	5.93890345	0.895849144	99	49938	0.957859403	0.155	0.0	0.0	0.011660531290418864	0.0056312804696050135	0.0	0.002367923589692568	0.0	0.0011143169833847378	0.21514277186349617	0.004178688687692767	0.0	0.7483832454482141	0.0	0.011521241667495772	0.0
071513M_7	BBB	BBB	2	071513M.7	74	11	2	2_	2_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	July	1	first	1	1	Medium	5/16/2016	5/12/2016	May	low	1	0.151	FALSE	071513M7.fastq	071513M	4.922	61.468	9.6	0.0938	0.018	0.028	0.1702	0.314333333	1.17375	0.355	0.561333333	0.005	1343.54	61.468	61.468	76.21904266	77.51716961	68.16243496	7.044340602	30.00752856	0.102439024	21	0	145	91.9	27.6	36.8	57	1032	1036	4	34.7398345	4.12614274	0.617085533	103	50328	42592	0.846288348	67.88179958	6.15796388	0.834973689	166	47525	0.944305357	0.155	0.0	0.0	0.0238110209813662	0.008426083128969378	0.0	0.006078517680102286	0.0002305644637280178	0.00025152486952147396	0.21316732691944923	0.00513529941939676	0.0	0.7181035024838077	0.0	0.024796160053658638	0.0
071513M_9	BBB	BBB	2	071513M.9	74	11	2	2_	2_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	7/15/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	July	1	first	1	1	Medium	5/16/2016	5/12/2016	May	low	1	0.145	FALSE	071513M9.fastq	071513M	4.922	61.468	9.6	0.0938	0.018	0.028	0.1702	0.314333333	1.17375	0.355	0.561333333	0.005	1343.54	61.468	61.468	76.21904266	77.51716961	68.16243496	7.044340602	30.00752856	0.102439024	21	0	145	91.9	27.6	36.8	57	1032	1036	4	34.36594353	4.227661836	0.629655532	105	53352	37802	0.708539511	46.79583353	6.546642884	0.938280097	126	50864	0.953366322	0.155	0.0	0.0	0.007878966499656154	0.00732881422536595	0.0	0.001984477846546812	0.0	0.0007073386383731211	0.1703310737793497	0.002023774437567541	0.0	0.8010610079575594	0.0	0.008684546615581098	0.0
090413M_1	BBB	BBB	3	090413M.1	125	18	4	4_	4_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/4/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	September	1	first	1	1	High	6/16/2016	6/13/2016	June	na	0	0.264	FALSE	090413M1.fastq	090413M	4.918	20.87033333	12.26666667	0.2826	0.06	0.025333333	0.0464	0.734833333	1.172833333	0.1412	1.509166667	0.007333333	932.54	20.87033333	20.87033333	73.89358407	76.62942478	65.49435841	6.170464602	30.01609513	0.090434783	12.48	0	82	88	29.9	44.9	55	1013	1016	3	31.17281317	3.68402	0.574784724	85	45265	42785	0.945211532	40.04885133	6.049031897	0.899093849	106	43739	0.966287419	0.215333333	0.0	0.0	0.013679890560875513	0.004035567715458276	0.0	0.010419516643866849	0.00022799817601459188	0.0005927952576379389	0.20649794801641583	0.00364797081623347	0.0	0.7457592339261282	0.0	0.0151390788873689	0.0
090413M_2	BBB	BBB	3	090413M.2	125	18	4	4_	4_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/4/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	September	1	first	1	1	High	6/16/2016	6/13/2016	June	na	0	0.212	FALSE	090413M2.fastq	090413M	4.918	20.87033333	12.26666667	0.2826	0.06	0.025333333	0.0464	0.734833333	1.172833333	0.1412	1.509166667	0.007333333	932.54	20.87033333	20.87033333	73.89358407	76.62942478	65.49435841	6.170464602	30.01609513	0.090434783	12.48	0	82	88	29.9	44.9	55	1013	1016	3	30.60333409	3.884075004	0.595391755	92	48246	45156	0.93595324	45.51925935	5.604863322	0.81580288	117	46021	0.953882187	0.215333333	0.0	0.0	0.01065749892565535	0.01658788139235066	0.0	0.02645036527718092	0.0003867640739149119	0.001289213579716373	0.1996132359260851	0.010227761065749894	6.446067898581865e-05	0.6708852599914049	0.0	0.06383755908895573	0.0
090413M_3	BBB	BBB	3	090413M.3	125	18	4	4_	4_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	9/4/2013	2013	Summer	3	TRUE	FALSE	Summer 2013	September	1	first	1	1	Medium	6/16/2016	6/13/2016	June	na	0	0.17	FALSE	090413M3.fastq	090413M	4.918	20.87033333	12.26666667	0.2826	0.06	0.025333333	0.0464	0.734833333	1.172833333	0.1412	1.509166667	0.007333333	932.54	20.87033333	20.87033333	73.89358407	76.62942478	65.49435841	6.170464602	30.01609513	0.090434783	12.48	0	82	88	29.9	44.9	55	1013	1016	3	34.34034917	3.797477051	0.582117113	92	49915	44894	0.899408995	56.85487896	6.348811385	0.908441527	127	48330	0.968246018	0.215333333	0.0	0.0	0.024404308338653542	0.008443684741643842	0.0	0.0035834174269415327	0.0	0.0009473402393063822	0.2182383590419507	0.006919702617542271	0.0	0.7107111230100699	0.0	0.026752064583891098	0.0
021715M_2	BBB	BBB	15	021715M.2	656	94	21	21_	21_mitigated	1	mitigated	mitigated_end	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	2/17/2015	2015	Winter	1	FALSE	TRUE	Winter 2014	February	2	second	3	4	Medium	5/25/2016	5/12/2016	May	na	0	0.157	FALSE	021715M2.fastq	021715M	5.606	24.257	21.26666667	0.3054	0.05125	0.037833333	0.5876	0.291	1.701166667	0.9748	0.773	0.006166667	1558.68	24.257	24.257	29.95139186	68.4111349	19.74635974	11.11648822	29.98146681	0.031953125	8.18	135	90	53.1	40.3	51.8	1.9	450	463	13	22.83243439	4.388341177	0.660511163	100	32365	11130	0.343890005	26.05136599	5.098493346	0.770781102	98	19978	0.617271744	0.105333333	0.0	0.0	0.055838755114360455	0.0	0.0	0.0019786706016500103	0.00030183110872627274	0.0	0.520055000335368	0.0	0.0	0.4218257428398952	0.0	0.0	0.0
021715M_5	BBB	BBB	15	021715M.5	656	94	21	21_	21_mitigated	1	mitigated	mitigated_end	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	2/17/2015	2015	Winter	1	FALSE	TRUE	Winter 2014	February	2	second	3	4	Medium	8/23/2016	5/12/2016	August	na	0	0.103	FALSE	021715M5.fastq	021715M	5.606	24.257	21.26666667	0.3054	0.05125	0.037833333	0.5876	0.291	1.701166667	0.9748	0.773	0.006166667	1558.68	24.257	24.257	29.95139186	68.4111349	19.74635974	11.11648822	29.98146681	0.031953125	8.18	135	90	53.1	40.3	51.8	1.9	450	553	103	22.74511321	3.81953215	0.621087677	71	48994	45200	0.922561946	13.39618814	5.105456098	0.959324517	40	45217	0.922908928	0.105333333	0.0	0.0	0.05760743321718932	0.003927779537535635	0.0	0.0007602153943617358	0.0	0.0	0.07454334283602576	0.0	0.0	0.8569316861999787	0.0	0.0062295428149086686	0.0
021715M_6	BBB	BBB	15	021715M.6	656	94	21	21_	21_mitigated	1	mitigated	mitigated_end	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	2/17/2015	2015	Winter	1	FALSE	TRUE	Winter 2014	February	2	second	3	4	Low	7/25/2016	5/12/2016	July	na	0	0.056	FALSE	021715M6.fastq	021715M	5.606	24.257	21.26666667	0.3054	0.05125	0.037833333	0.5876	0.291	1.701166667	0.9748	0.773	0.006166667	1558.68	24.257	24.257	29.95139186	68.4111349	19.74635974	11.11648822	29.98146681	0.031953125	8.18	135	90	53.1	40.3	51.8	1.9	450	524	74	18.46375402	3.843158825	0.6588773	57	45117	39172	0.868231487	11.83371896	4.293920611	0.93652251500000006	24	39172	0.868231487	0.105333333	0.0	0.0	0.04570409647599831	0.0	0.0	0.023978227206606917	0.0	0.0	0.10881704284172493	0.0	0.0	0.8161747454366287	0.0	0.005325888039040871	0.0
022214M_7	BBB	BBB	5	022214M.7	296	43	9	9_	9_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Low	1	2/22/2014	2014	Winter	1	FALSE	TRUE	Winter 2013	February	1	first	2	2	Medium	7/27/2016	5/12/2016	July	na	0	0.108	FALSE	022214M7.fastq	022214M	4.856666667	29.972	10.375	0.072666667	0.01	0.01525	1.040333333	0.135	0.91375	1.775666667	0.462	0.005	3078.566667	29.972	29.972	29.09111111	71.08465608	20.10550265	9.497883598	30.05107937	0.039194631	11.68	157	93	66	35.7	47.2	3.9	810	886	76	15.20562028	4.631384533	0.876259619	39	21098	10167	0.481894018	10.47980592	3.71312743	0.809849029	24	11306	0.535880178	0.101	0.0	0.0	0.005258935734022641	0.0	0.0	0.0	0.0	0.0	0.0010696140475978252	0.0	0.0	0.9936714502183795	0.0	0.0	0.0
022214M_8	BBB	BBB	5	022214M.8	296	43	9	9_	9_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	2/22/2014	2014	Winter	1	FALSE	TRUE	Winter 2013	February	1	first	2	2	Low	7/27/2016	5/12/2016	July	na	0	0.077	FALSE	022214M8.fastq	022214M	4.856666667	29.972	10.375	0.072666667	0.01	0.01525	1.040333333	0.135	0.91375	1.775666667	0.462	0.005	3078.566667	29.972	29.972	29.09111111	71.08465608	20.10550265	9.497883598	30.05107937	0.039194631	11.68	157	93	66	35.7	47.2	3.9	810	886	76	35.95588068	4.758919548	0.686639721	122	47041	37749	0.802470186	34.9699961	6.251098374	0.947148625	97	42614	0.905890606	0.101	0.0	0.0	0.009507306107156239	0.01969370550768078	0.0	0.009718059198201574	0.0	0.0	0.10003746721618582	0.0	0.0	0.8559151367553391	0.0	0.005128325215436493	0.0
022214M_9	BBB	BBB	5	022214M.9	296	43	9	9_	9_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	2/22/2014	2014	Winter	1	FALSE	TRUE	Winter 2013	February	1	first	2	2	Medium	7/27/2016	5/12/2016	July	high	2	0.118	FALSE	022214M9.fastq	022214M	4.856666667	29.972	10.375	0.072666667	0.01	0.01525	1.040333333	0.135	0.91375	1.775666667	0.462	0.005	3078.566667	29.972	29.972	29.09111111	71.08465608	20.10550265	9.497883598	30.05107937	0.039194631	11.68	157	93	66	35.7	47.2	3.9	810	886	76	13.99893118	1.511799976	0.288075621	38	46966	40361	0.85936635	NA	NA	NA	NA	46079	0.981113997	0.101	0.0	0.0	0.07695818482135096	0.005346431365730679	0.0	0.0007824045901069286	0.0	0.0	0.00395548987220725	0.0	0.0	0.9129574893506043	0.0	0.0	0.0
