#SampleID	BarcodeSequence	LinkerPrimerSequence	Order	Name	Days	Weeks	Months	Months_cat	Months_mitigation	Mitigation_status_num	Mitigation_status	Mitigation_status_begin_end	ASR	Concrete	Type	Type2	Input	Input_num	Collected	Year	Season	Season_num	Summer	Winter	S_Yr	Month	Halves	half_char	Thirds	Fourths	Concentration	Extracted	Ground	Extracted2	Rhodoluna	Rhodoluna_num	num_conc	neg_control	old_sample_ids	Description	ph	ppt	Conduc	Ca	Mg	K	Na	NH4	NO3	Cl	SO4	Br	svol	ppt.1	subppt	temp_avg	hum_avg	dew_pt_avg	wind_spd_avg	pressure_avg	precip_avg	precip_sum	snow_sum	rain_sum	temp_max	wind_spd_max	wind_gust	temp_min	time_to_grind	time_to_extract	grind_to_extract	faith_pd_raw	shannon_raw	evenness_raw	observed_otus_raw	total_reads_in_sample	reads_in_negs_per_sample	percent_reads_in_neg_controls	faith_pd_decontam	shannon_decontam	evenness_decontam	observed_otus_decontam	contam_counts_per_sample	percent_contam_reads	avg_conc	k__Bacteria;f__NA	k__Bacteria;p__Acidobacteria	k__Bacteria;p__Actinobacteria	k__Bacteria;p__Armatimonadetes	k__Bacteria;p__BRC1	k__Bacteria;p__Bacteroidetes	k__Bacteria;p__Calditrichaeota	k__Bacteria;p__Chlamydiae	k__Bacteria;p__Chloroflexi	k__Bacteria;p__Cyanobacteria	k__Bacteria;p__Deinococcus-Thermus	k__Bacteria;p__Dependentiae	k__Bacteria;p__Elusimicrobia	k__Bacteria;p__Entotheonellaeota	k__Bacteria;p__Epsilonbacteraeota	k__Bacteria;p__FBP	k__Bacteria;p__Fibrobacteres	k__Bacteria;p__Firmicutes	k__Bacteria;p__Fusobacteria	k__Bacteria;p__Gemmatimonadetes	k__Bacteria;p__Halanaerobiaeota	k__Bacteria;p__Hydrogenedentes	k__Bacteria;p__Kiritimatiellaeota	k__Bacteria;p__Latescibacteria	k__Bacteria;p__Nitrospirae	k__Bacteria;p__Omnitrophicaeota	k__Bacteria;p__Patescibacteria	k__Bacteria;p__Planctomycetes	k__Bacteria;p__Proteobacteria	k__Bacteria;p__Rokubacteria	k__Bacteria;p__Spirochaetes	k__Bacteria;p__Synergistetes	k__Bacteria;p__Tenericutes	k__Bacteria;p__Thermotogae	k__Bacteria;p__Verrucomicrobia	k__Unassigned;f__NA
033114M_4	BBB	BBB	6	033114M.4	333	48	10	10_	10_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Medium	7/28/2016	5/12/2016	July	na	0	0.085	FALSE	033114M4.fastq	033114M	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	773	850	77	36.01710782	4.389592887	0.657870663	102	48562	46680	0.961245418	53.26980614	6.385211178	0.913649916	127	47131	0.970532515	0.077333333	0.0	0.0003500679543676126	0.023784028664387794	0.0	0.0	0.01744162102055105	0.0	0.0	0.0	0.00934887360487624	0.001832708702277501	0.0	0.0	0.0	0.0014620485153000289	0.00037066018697747206	0.0	0.15862196779374832	0.008175116346114245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018533009348873606	0.0	0.737407849759072	0.0	0.0	0.0	0.0	0.04101972735884025	0.0	0.0
033114M_5	BBB	BBB	6	033114M.5	333	48	10	10_	10_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	7/25/2016	5/12/2016	July	na	0	0.072	FALSE	033114M5.fastq	033114M	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	773	847	74	20.11125689	5.017244043	0.824192964	68	45436	9535	0.209855621	18.53539714	4.258508696	0.754538839	50	9535	0.209855621	0.077333333	0.014173782903424597	0.0	0.04628488423276697	0.0	0.0	0.03334360419050973	0.0	0.0	0.0008583502068844088	0.005238137159961264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03858174135047099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029932212342635794	0.0	0.8585262787217187	0.0	0.0	0.0	0.0	0.0	0.0	0.0
042014M_3	BBB	BBB	7	042014M.3	353	51	11	11_	11_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	5/26/2016	5/19/2016	May	na	0	0.084	FALSE	042014M3.fastq	042014M	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	760	767	7	28.15578624	3.932300157	0.631307532	75	57390	55417	0.965621188	24.08870307	5.653565374	0.928722774	68	55785	0.972033455	0.087333333	0.0	0.0	0.039850148109426727	0.0	0.0	0.006481965499215891	0.0	0.0	0.0	0.0024917232967415926	0.0	0.0	0.0	0.0	0.0005575884300400767	0.0	0.0	0.05668234884126154	0.0019864087820177733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783760236975086	0.0	0.0	0.0	0.0	0.013573793343788117	0.0	0.0
042014M_6	BBB	BBB	7	042014M.6	353	51	11	11_	11_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	7/28/2016	5/19/2016	July	na	0	0.082	FALSE	042014M6.fastq	042014M	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	760	830	70	26.69515624	2.936100872	0.46311835	81	57234	54400	0.950483978	30.31179322	5.235120076	0.86301403	67	55034	0.96156131	0.087333333	0.0002795541111926477	0.0	0.005259111716811686	0.0	0.0	0.003931229688646608	0.0	0.0	0.0	0.0036167313135548797	0.0	0.0	0.0	0.0	0.000541636090435755	0.0	0.0	0.1397071670685257	0.0014327148198623196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8219415033022331	0.0	0.0	0.0	0.0	0.02316804696509068	0.0	0.00012230492364678338
042014M_7	BBB	BBB	7	042014M.7	353	51	11	11_	11_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Low	1	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	7/28/2016	5/19/2016	July	na	0	0.096	FALSE	042014M7.fastq	042014M	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	760	830	70	11.42423556	4.557878757	0.888599584	35	25701	9442	0.367378701	8.718130363	3.857063288	0.841242058	24	9515	0.370219058	0.087333333	0.0	0.0	0.04287770903855881	0.0	0.0	0.2101085560873118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10606591183222443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6409478230419051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
052014M_2	BBB	BBB	8	052014M.2	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Low	8/23/2016	5/31/2016	August	high	2	0.051	FALSE	052014M2.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	19.1325296	1.902432208	0.342497394	47	52308	44277	0.84646708	19.32676445	4.924712785	0.960117188	35	50217	0.960025235	0.108	0.0	0.0010323468685478321	0.057524661619637533	0.0	0.0	0.015351380285998317	0.0	0.0	0.0	0.003555861436109199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008622008105834671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002141163875506615	0.911772577808366	0.0	0.0	0.0	0.0	0.0	0.0	0.0
052014M_3	BBB	BBB	8	052014M.3	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	8/23/2016	5/31/2016	August	na	0	0.081	FALSE	052014M3.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	27.54519684	4.093006828	0.638595284	85	63364	60559	0.955731961	26.84759253	5.79764872	0.922399	78	61170	0.965374661	0.108	0.0	0.0	0.031184899943185407	0.0	0.0	0.005681459503819203	0.0	0.0	0.0	0.0010100372451234138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041600909033520615	0.003834985165077962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9032100246196572	0.0	0.0	0.0	0.0	0.013477684489615555	0.0	0.0
052014M_4	BBB	BBB	8	052014M.4	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	High	8/23/2016	5/31/2016	August	na	0	0.192	FALSE	052014M4.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	21.88191923	2.862488289	0.462450634	73	59396	57205	0.963111994	19.69790919	5.198703738	0.925907817	49	57330	0.965216513	0.108	0.0	0.0	0.01947942622398814	0.0	0.0	0.0029799986531079533	0.0	0.0	0.0	0.0006397737221361708	0.00026937840932049294	0.0	0.0	0.0	0.00040406761398073944	0.0	0.0	0.05505421240487576	0.000976496733786787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035355916223314704	0.9103980065997715	0.0	0.0	0.0	0.0	0.009445080476799785	0.0	0.0
061914M_1	BBB	BBB	9	061914M.1	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	High	5/16/2016	5/12/2016	May	na	0	0.326	FALSE	061914M1.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	25.57404598	2.993989865	0.493561794	67	35994	30832	0.856587209	20.36289408	4.788584666	0.877121466	44	30832	0.856587209	0.211	0.0	0.0	0.07076179363227206	0.0	0.0	0.0073345557592932155	0.0	0.0	0.0	0.0055842640440073345	0.0	0.0	0.0	0.0	0.0011390787353447796	0.0	0.0	0.056537200644551866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8481135744846366	0.0	0.0	0.0	0.0	0.006501083513918987	0.004028449185975441	0.0
061914M_2	BBB	BBB	9	061914M.2	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	High	5/16/2016	5/12/2016	May	low	1	0.182	FALSE	061914M2.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	37.19536842	4.157363623	0.619185523	105	59212	44916	0.758562454	52.1059415	6.046271591	0.872385043	122	55586	0.938762413	0.211	0.0	0.0008444234276835776	0.03276362899412282	0.0	0.0	0.007853137877457271	0.0	0.0	0.0002871039654124164	0.038488819833817474	0.0	0.00045598865094913194	0.0	0.0	0.0	0.0004391001823954604	0.0	0.09818955617104641	0.0001857731540903871	0.0	0.0	0.00016888468553671553	0.0	0.0	0.00020266162264405863	0.0	0.0	0.0009626427075592786	0.8146152806863475	0.0	0.0	0.0	0.0	0.003360805242180639	0.0011821927987570088	0.0
